Unnamed: 0,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,10469,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,120707098.1711658,120707098.1711658,True,Data inaccessible by API,2.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:23:00.000Z,4564.7250307494605,61492439040.59242,127.7844,-0.56536547,-3.89694794,6.22613042,21.26513884,85.55174453,73.29999,550994712411.053,14.2802,550994712411.05,Data inaccessible by API,2025-08-25T10:23:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
2,52,XRP,XRP,xrp,1681,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,Data inaccessible by API,3.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:23:00.000Z,2.939538276033117,7632002515.183829,117.0561,-0.14710015,-2.4975555,-0.81296869,-8.16124442,34.87063735,26.90820585,174850391840.71613,4.5316,293953827603.31,Data inaccessible by API,2025-08-25T10:23:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
3,825,Tether USDt,USDT,tether,142590,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",Data inaccessible by API,167150540379.7628,169734252948.3468,True,Data inaccessible by API,4.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:22:00.000Z,1.000303832744829,166964881771.5054,85.0979,0.03179121,0.05826651,-0.03698864,-0.00890741,-0.00935644,0.00052477,167201326187.24603,4.3334,169785823772.31,Data inaccessible by API,2025-08-25T10:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-25 15:54:10.928083
4,1839,BNB,BNB,bnb,2679,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,139287317.95,139287317.95,False,Data inaccessible by API,5.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:22:00.000Z,855.9684026044586,3099156310.9889007,34.5699,-0.44278709,-0.84990617,2.96104542,9.17157415,32.33456896,25.55938869,119225543048.7208,3.09,119225543048.72,Data inaccessible by API,2025-08-25T10:22:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
5,5426,Solana,SOL,solana,974,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,540437373.5059353,608187600.7552623,True,Data inaccessible by API,6.0,525236893.3,103482818255.95818,Data inaccessible by API,2025-08-25T10:22:00.000Z,197.0212290416009,13636712465.210072,105.2492,-1.19727332,-4.63383518,8.74107197,4.1210747,36.75349124,11.95180333,106477635548.15408,2.761,119825868588.66,Data inaccessible by API,2025-08-25T10:22:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
6,3408,USDC,USDC,usd-coin,30811,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",Data inaccessible by API,67411752760.74382,67411752760.74382,False,Data inaccessible by API,7.0,60901219650.23,60915896569.24136,Data inaccessible by API,2025-08-25T10:22:00.000Z,1.0002409954857332,22984930840.59435,123.3677,0.02575506,0.03329861,0.0139679,0.02056038,0.03503459,0.0404927,67427998688.84452,1.7475,67427998688.84,Data inaccessible by API,2025-08-25T10:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-25 15:54:10.928083
7,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,94667978256.1305,94667991686.2935,True,Data inaccessible by API,8.0,71659659264.0,25227712291.530388,Data inaccessible by API,2025-08-25T10:23:00.000Z,0.3520490126612164,1655966802.6198452,119.624,0.03580488,-3.62353736,1.59724938,11.16267638,29.53535689,26.86775953,33327768275.704243,0.8638,33327773003.78,Data inaccessible by API,2025-08-25T10:23:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
8,74,Dogecoin,DOGE,dogecoin,1276,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,150663036383.70523,150663036383.70523,True,Data inaccessible by API,9.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:22:00.000Z,0.2188177019045731,3987151613.6627336,143.2808,-0.74862403,-4.92667066,-1.62971516,-8.5895575,34.36888818,-4.22464904,32967739383.44746,0.8549,32967739383.45,Data inaccessible by API,2025-08-25T10:22:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,Data inaccessible by API,10.0,37997904336.0,32869395180.96756,Data inaccessible by API,2025-08-25T10:22:00.000Z,0.8650317893933538,2788798707.701138,166.8496,-0.54196928,-3.29996238,-5.18924358,4.46527648,53.22415191,12.66519472,30903167047.510517,0.8009,38926430522.7,Data inaccessible by API,2025-08-25T10:22:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
10,1975,Chainlink,LINK,chainlink,2069,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,Data inaccessible by API,11.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:23:00.000Z,24.65191927806007,2132783526.1289368,85.8794,-1.40686726,-2.66918436,-1.36026011,33.98036296,86.69601666,55.25309149,16716465734.057016,0.4332,24651919278.06,Data inaccessible by API,2025-08-25T10:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-25 15:54:10.928083
11,32196,Hyperliquid,HYPE,hyperliquid,135,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,Data inaccessible by API,12.0,333931719.0,15219067587.748232,Data inaccessible by API,2025-08-25T10:22:00.000Z,45.57538778683145,302989804.8349046,120.8613,1.1510683,4.09804287,5.49695839,2.13460597,22.13980561,22.99872133,15218906296.450851,0.3944,45575387786.83,Data inaccessible by API,2025-08-25T10:22:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-25 15:54:10.928083
12,512,Stellar,XLM,stellar,741,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351085043.612007,50001786889.0645,False,Data inaccessible by API,13.0,31531408660.0,12321441266.257347,Data inaccessible by API,2025-08-25T10:23:00.000Z,0.3907672314649246,385648714.5299904,99.4184,-0.35309331,-3.83127052,-3.9545731,-11.46802018,62.64506763,35.1929267,12250976705.91367,0.3175,19539067616.17,Data inaccessible by API,2025-08-25T10:23:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
13,20947,Sui,SUI,sui,750,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,Data inaccessible by API,14.0,3511924479.57,12171936791.747955,Data inaccessible by API,2025-08-25T10:22:00.000Z,3.465887966143932,1996480736.594875,151.4111,-0.45572388,-5.00129435,-2.45829105,-14.43172743,29.13911497,-2.00253766,12171936791.74795,0.3156,34658879661.44,Data inaccessible by API,2025-08-25T10:22:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:54:10.928083
14,29470,Ethena USDe,USDe,ethena-usde,200,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",Data inaccessible by API,12084889586.033997,12084889586.033997,True,Data inaccessible by API,15.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:22:00.000Z,1.0004799172709078,255871207.3961456,31.3297,-0.00750106,0.03680221,-0.0964011,-0.06106845,0.0382099,-0.01953809,12090689333.263348,0.3134,12090689333.26,Data inaccessible by API,2025-08-25T10:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-25 15:54:10.928083
0,1,Bitcoin,BTC,bitcoin,12290,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19911262.0,19911262.0,False,Data inaccessible by API,1.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:26:00.000Z,111332.93355837926,80087775011.87534,56.6884,-0.28176163,-2.94890622,-3.39391648,-5.4205614,3.71239154,1.39979481,2216779209309.481,57.4819,2337991604725.96,Data inaccessible by API,2025-08-25T10:26:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
1,1027,Ethereum,ETH,ethereum,10469,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,120707098.1711658,120707098.1711658,True,Data inaccessible by API,2.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:25:00.000Z,4566.181206301227,61690622095.17961,127.7969,-0.72543069,-3.92818356,6.43952819,21.26605053,85.59400441,73.31385557,551170483136.3345,14.2847,551170483136.33,Data inaccessible by API,2025-08-25T10:25:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
2,52,XRP,XRP,xrp,1681,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,Data inaccessible by API,3.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:25:00.000Z,2.9355229907308136,7639292015.961881,117.1617,-0.3548166,-2.6373852,-0.91130169,-8.2595686,34.75744311,26.74720408,174611553580.23685,4.5254,293552299073.08,Data inaccessible by API,2025-08-25T10:25:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
3,825,Tether USDt,USDT,tether,142590,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",Data inaccessible by API,167150540379.7628,169734252948.3468,True,Data inaccessible by API,4.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:25:00.000Z,0.9999633286725472,167038619504.29822,84.5175,0.0268953,0.03437252,-0.09729967,-0.0275118,-0.03159211,-0.02982838,167144410747.56262,4.3319,169728028567.98,Data inaccessible by API,2025-08-25T10:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-25 15:57:28.394812
4,1839,BNB,BNB,bnb,2679,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,139287317.95,139287317.95,False,Data inaccessible by API,5.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:26:00.000Z,855.3364385199418,3092916813.7685995,33.5671,-0.56906391,-0.9291763,2.88589882,9.13094776,32.26228137,25.52095203,119137518466.34776,3.0877,119137518466.35,Data inaccessible by API,2025-08-25T10:26:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
5,5426,Solana,SOL,solana,974,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,540437373.5059353,608187600.7552623,True,Data inaccessible by API,6.0,525236893.3,103228390638.44376,Data inaccessible by API,2025-08-25T10:26:00.000Z,196.53682358425405,13651424715.765282,105.0075,-1.47456717,-4.77584074,8.43710656,3.8588322,36.54301883,11.72749276,106215844735.07362,2.7542,119531259195.77,Data inaccessible by API,2025-08-25T10:26:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
6,3408,USDC,USDC,usd-coin,30811,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",Data inaccessible by API,67411752760.74382,67411752760.74382,False,Data inaccessible by API,7.0,60901219650.23,60895022959.34936,Data inaccessible by API,2025-08-25T10:25:00.000Z,0.9998982501349524,22995059945.41712,123.4901,0.0097754,0.00561256,-0.04959771,-0.00350939,0.00764363,0.0073763,67404893623.99779,1.7469,67404893624.0,Data inaccessible by API,2025-08-25T10:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-25 15:57:28.394812
7,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,94667978256.1305,94667991686.2935,True,Data inaccessible by API,8.0,71659659264.0,25210961946.09286,Data inaccessible by API,2025-08-25T10:25:00.000Z,0.3518152640555215,1656230315.3164258,117.9899,-0.0349217,-3.65370153,1.49651762,11.13756436,29.45244813,26.80614269,33305639767.78292,0.8632,33305644492.72,Data inaccessible by API,2025-08-25T10:25:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
8,74,Dogecoin,DOGE,dogecoin,1276,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",Data inaccessible by API,150663036383.70523,150663036383.70523,True,Data inaccessible by API,9.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:25:00.000Z,0.2183502555579584,3992477197.905232,141.003,-0.97735118,-5.12331049,-1.79030957,-8.79441,34.22361144,-4.35611615,32897312497.52003,0.853,32897312497.52,Data inaccessible by API,2025-08-25T10:25:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,Data inaccessible by API,10.0,37997904336.0,32808960326.44348,Data inaccessible by API,2025-08-25T10:25:00.000Z,0.8634413107714362,2792204268.62236,166.6639,-0.76111461,-3.45048447,-5.40423508,4.22285557,53.08280002,12.47927744,30846347370.891365,0.7994,38854858984.71,Data inaccessible by API,2025-08-25T10:25:00.000Z,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25 15:57:28.394812
10,1975,Chainlink,LINK,chainlink,2069,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,Data inaccessible by API,11.0,Data inaccessible by API,Data inaccessible by API,Data inaccessible by API,2025-08-25T10:25:00.000Z,24.619628793869992,2135571028.105245,83.0691,-1.6146401,-2.76408245,-1.38661093,33.76496871,86.56774275,55.10633807,16694569557.681818,0.4327,24619628793.87,Data inaccessible by API,2025-08-25T10:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-25 15:57:28.394812
11,32196,Hyperliquid,HYPE,hyperliquid,135,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,Data inaccessible by API,12.0,333931719.0,15139825857.978785,Data inaccessible by API,2025-08-25T10:25:00.000Z,45.33808858684306,303809855.7318375,120.9992,0.52173514,3.66855126,4.8987284,1.64172576,21.5971789,22.00529348,15139665406.483276,0.3924,45338088586.84,Data inaccessible by API,2025-08-25T10:25:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-25 15:57:28.394812
